texts,scores
"with some effort , he pins the flailing child down on the changing table only to discover there are no diapers in the house",0.0
"though mr . tobin has finally mastered the diapering process , his baby who is 15 years old is not amused",0.0
him has not been pretty,0.0
plight of,0.0
one of the most unstable,0.0
ca n't help but wonder,0.0
imperil,0.0
vitriol,0.0
day one : brian decides it's finally time to learn how to diaper the baby,0.0
is not amused,0.0
antics,0.0
"no one , however , is giving a hearty thumbs up to mr . tobin",0.0
brian gives up in confusion,0.0
"no tears for tobin , but some for al - qaeda",0.0
"flighty , opportunistic and lacking in commitment to his job as a member of parliament",0.0
the plight of prisoners and politicians,0.0
the status of golden boy,0.0
betrayal,0.0
has been weighing heavily on the minds,0.0
harsh,0.0
"his career was like a rough sea , with highs and lows and never calm",0.0
provoked much criticism,0.0
made too many enemies,0.0
walked on too many toes,0.0
disagree,0.0
do n't mean that's so,0.0
ridiculing,0.0
entire,0.0
was not on their side,0.0
afraid,0.0
are even less happy,0.0
ousted,0.0
proclaimed himself,0.0
,0.0
would care very little,0.0
the plotters,0.0
patronizing,0.0
was not delighted with,0.0
committed one more mistake,0.0
the plotters,0.0
care very little,0.0
finally rewarded,0.0
profit from,0.0
oligarchic elite,0.0
witch - hunting,0.0
siege,0.0
objects,0.0
shocked,0.0
acts of violence against innocent civilians,0.0
attacks,0.0
is craving,0.0
not really popular in,0.0
axis of evil,0.0
axis of evil,0.0
evil empire,0.0
that axis of evil statement,0.0
craving for blood,0.0
imprudence,0.0
does not want,0.0
went further and compared,0.0
is ready to declare war,0.0
threats,0.0
threats,0.0
harsh criticism,0.0
like kids,0.0
pretext,0.0
like hitler's threats,0.0
enemy,0.0
devil's empire .,0.0
put an end,0.0
take revenge,0.0
looked like one of hitler's,0.0
overshadow,0.0
that axis of evil statement,0.0
wrote,0.0
to exchange harsh words,0.0
desperation of,0.0
desperation of the people,0.0
catastrophic,0.0
removed from the reality,0.0
utterly,0.0
the further,0.0
unable to come to terms,0.0
the more,0.0
onslaught of the international credit vultures,0.0
tear its members apart,0.0
once again,0.0
unfavourable report submitted,0.0
refuses,0.0
now is not the right moment,0.0
blamed,0.0
undermine,0.0
topple,0.0
condemned,0.0
resorting to,0.0
not an acceptable,0.0
anti - democractic,0.0
not in conformity with,0.0
was it only the wish of socialist propaganda in those words,0.0
will not agree,0.0
interfere,0.0
have formally renounced,0.0
seeking revenge,0.0
rock - throwing youths responded,0.0
nettlesome challenge,0.0
get out ! .,0.0
shouting insults,0.0
the protest,0.0
get out ! .,0.0
chanted,0.0
took to the streets around the country in a pot - banging demonstration,0.0
widely despised,0.0
the protest,0.0
most widespread protest,0.0
similar protests,0.0
protests,0.0
first organized protest,0.0
blame,0.0
violent protests,0.0
impatience,0.0
venting their anger,0.0
rage,0.0
banged pots and pans in the plaza de mayo to protest,0.0
illegal,0.0
refusal,0.0
discontent,0.0
illegal,0.0
position of not recognizing,0.0
signaling a toughening policy,0.0
refusal to respect its obligations,0.0
rejection of,0.0
had issued a warning,0.0
refusal to respect,0.0
objection,0.0
rejects,0.0
worry,0.0
in protest,0.0
corruption,0.0
refused,0.0
displeasure,0.0
denounced,0.0
condemned,0.0
criminal policies,0.0
merely,0.0
scandals,0.0
slams,0.0
a disagreement,0.0
protests,0.0
seems to be creating a legal limbo,0.0
refusal,0.0
they are a bit of a tangle,0.0
it is not clear,0.0
is worrying,0.0
refusal,0.0
severely reduces,0.0
is not up to,0.0
steel manacles or open - air cells,0.0
would complain,0.0
have raised questions,0.0
a rebuttal,0.0
would be reluctant,0.0
are nervous,0.0
appears to be sidestepping the conventions,0.0
malicious,0.0
strongly criticized and condemned,0.0
ignoring,0.0
rejected,0.0
against,0.0
pays no attention,0.0
lacking good will,0.0
wrongful and illegitimate,0.0
not convincing,0.0
criticizing,0.0
rejecting,0.0
refusing,0.0
serve its political purpose,0.0
inaccurate,0.0
strong protest and criticism,0.0
given evidence to prove,0.0
ignored,0.0
unjust,0.0
criticized,0.0
inaccurate and fabricated,0.0
interference,0.0
brazen distortion,0.0
depends on,0.0
judgment,0.0
such a criticism,0.0
wrong judgment,0.0
depends on,0.0
grudgingly,0.0
attempting to realize,0.0
gravity,0.0
loudly trumpeted,0.0
with each passing day,0.0
as is feared by the whole world,0.0
only because,0.0
back away from,0.0
inordinate behavior,0.0
attempted,0.0
would never,0.0
openly took issue,0.0
only,0.0
act of betrayal against mankind,0.0
denunciation,0.0
readily,0.0
artificial obstacles,0.0
never doing anything unprofitable,0.0
not in its favor,0.0
plausible pretext,0.0
the nature of,0.0
changing its stand,0.0
seeking its own profit,0.0
opposed,0.0
create stumbling blocks,0.0
good excuse,0.0
how capricious,0.0
put off,0.0
is feared by,0.0
no spirit of independence,0.0
changes its stand,0.0
liquidation,0.0
concessions,0.0
when the stakes matter the most,0.0
backing away,0.0
tremendous loss,0.0
opposition,0.0
meaningless,0.0
pretext,0.0
would never readily agree,0.0
more serious,0.0
seek only its own profit,0.0
come out opposing,0.0
does not do what it is supposed to do,0.0
calculated,0.0
such an attitude,0.0
second only to that of a nuclear war,0.0
isolation,0.0
awfully grave and pressing,0.0
grudgingly agreed,0.0
be condemned by,0.0
should be condemned,0.0
how frequently,0.0
those making the climate worse,0.0
greatest burden,0.0
must avoid,0.0
even bigger,0.0
not completely reliable,0.0
warned,0.0
forefront of combating,0.0
hardest,0.0
fight against,0.0
harassment,0.0
worries,0.0
refuses,0.0
terrorists,0.0
is harboring deep hatred,0.0
all by himself,0.0
not likely,0.0
too many restrictions,0.0
now let us compare,0.0
may not,0.0
contradiction between the enemy and itself,0.0
quite,0.0
dangerous terrorists,0.0
belligerent,0.0
worries,0.0
not allowed to move freely,0.0
radical,0.0
chooses to disregard,0.0
will have no universally - acknowledged,0.0
outrage,0.0
hegemonic,0.0
merely superficial,0.0
play with,0.0
are regarding,0.0
are accusing,0.0
venting its personal grudge,0.0
declared,0.0
hardly convincing,0.0
too harsh,0.0
will have all sorts of misgivings,0.0
not in line with,0.0
has greatly annoyed,0.0
will be substantially reduced,0.0
possible regression,0.0
not only,0.0
almost certain,0.0
brutal,0.0
feels,0.0
full of cruelties and torture,0.0
refuses to characterize,0.0
slaughtered,0.0
but,0.0
willfulness,0.0
violates,0.0
excuses,0.0
must not act as if it is venting its personal grudge,0.0
concerning their life or death,0.0
humiliation,0.0
may not,0.0
to deny,0.0
very likely,0.0
too small,0.0
does not support,0.0
way below,0.0
deny,0.0
however,0.0
maintains,0.0
bad,0.0
incomprehensible,0.0
in its hands,0.0
"unlawful combatants , not pows",0.0
x - ray prison camp,0.0
concerning their life and death,0.0
will again attack,0.0
pains,0.0
even worse,0.0
question,0.0
do n't push,0.0
sacrificing,0.0
the demonstration,0.0
were terribly dismayed,0.0
very regrettable,0.0
war against terrorism',0.0
opposed,0.0
staged a protest,0.0
can not accept,0.0
has taken a negative stand,0.0
outcry,0.0
your,0.0
mandatory,0.0
alternative',0.0
rejected,0.0
potentially embarrassing,0.0
persistent,0.0
defects,0.0
problem,0.0
in a way that can not be taken seriously,0.0
even more serious,0.0
rejects,0.0
toll,0.0
solitary road,0.0
enormous concern,0.0
conflict of interests,0.0
appropriateness of antagonizing,0.0
supposedly,0.0
threatened,0.0
axis of evil,0.0
arrogant unilateralism,0.0
absolute indifference,0.0
real increase,0.0
only deserves rejection,0.0
without scientific basis,0.0
provoke,0.0
unfair,0.0
pre - attack marker,0.0
extremely threatening,0.0
rapprochement,0.0
so - called,0.0
rejection in response,0.0
consequences,0.0
once again,0.0
absolute indifference,0.0
detrimental,0.0
having rejected,0.0
divorce,0.0
rejected,0.0
unsound,0.0
rejecting,0.0
rejected,0.0
concerns of,0.0
severely blamed,0.0
disappointment,0.0
the axis of evil remark,0.0
his axis of evil remark,0.0
bush's axis of evil rhetoric,0.0
not,0.0
does not hope,0.0
axis of evil,0.0
politically very difficult,0.0
put itself in a difficult position,0.0
change to disappointment,0.0
stands alone,0.0
axis of evil remark,0.0
axis of evil remark,0.0
simplistic interpretation,0.0
criticized,0.0
difficult,0.0
bold,0.0
difficult,0.0
have been cool,0.0
are critical,0.0
declining support for,0.0
wrote a critical comment,0.0
but is it really true,0.0
burden sharing,0.0
unacceptable,0.0
power sharing,0.0
heckling,0.0
not acceptable,0.0
nobody cares,0.0
not,0.0
rejected,0.0
was deemed,0.0
barbarities,0.0
plight,0.0
"the most fraudulent , terrorist and extremist",0.0
have no right,0.0
forcibly wanted to prevent,0.0
total submission,0.0
one of the worst examples of rights abuses,0.0
fit of force,0.0
a pack of blatant lies and propaganda,0.0
unleashed oppression,0.0
resistance,0.0
would never forget,0.0
warned,0.0
other so - called civilized nations,0.0
was not ready to tolerate,0.0
manifestation of its hegemonistic designs,0.0
would be crushed one by one,0.0
imperialist forces,0.0
the world would never forget,0.0
to resist,0.0
ever - increasing us influence,0.0
is denying,0.0
"had no respect for any religion , faith , norms , decency , human rights and rules",0.0
hegemony,0.0
violator of human rights,0.0
unprecedented in the history of the comity of nations,0.0
had no respect,0.0
brutally,0.0
extremist,0.0
resisted,0.0
hurdles in the realization of their vested interests,0.0
would be targeted one by one,0.0
shameful mum,0.0
claims,0.0
for no reason,0.0
unpopular system,0.0
charges against,0.0
killing of a large number of innocent civilians,0.0
only made to tarnish the image,0.0
is being sharply criticized,0.0
ugliest crimes,0.0
just empty rhetoric,0.0
hegemonic and belligerent policy,0.0
allegations,0.0
unfounded allegations,0.0
charges,0.0
accusations,0.0
repeated its allegations,0.0
enjoys no social base,0.0
tries to play the role of a world policeman,0.0
failed to provide any evidence,0.0
claims,0.0
defy,0.0
harsh treatment of its own citizens,0.0
baseless charges,0.0
threats against,0.0
emptiness,0.0
such baseless accusations,0.0
u . s . domination,0.0
most atrocious human rights violations,0.0
led to massive riots,0.0
refuses to bow,0.0
bloody riot,0.0
so appalling,0.0
only empty rhetoric,0.0
the claim,0.0
torture and inhuman treatment,0.0
mistreatment,0.0
military bastions and bases,0.0
unprecedented force,0.0
growing exodus,0.0
encouragement,0.0
refusal,0.0
grave violations,0.0
accused,0.0
against,0.0
violation,0.0
pursue,0.0
encouragement,0.0
subjected,0.0
destructive,0.0
war crimes,0.0
grave violations,0.0
against,0.0
their aggressions,0.0
legal protection and backing,0.0
aggressive,0.0
violation,0.0
human shields,0.0
intensified,0.0
crisis,0.0
gave free rein,0.0
is considered,0.0
aggressions against,0.0
comprehensive destructive policy,0.0
pursuit,0.0
legal cover,0.0
settlement battle,0.0
protection,0.0
terrorizing,0.0
threatens,0.0
ever more serious,0.0
reticence,0.0
will be an increasing number,0.0
more than cancelled out,0.0
cope,0.0
almost collapsed,0.0
were not so devastating,0.0
the like of which has never been seen before,0.0
fundamentally flawed,0.0
will be cancelled out,0.0
difficult,0.0
despite,0.0
the most serious,0.0
not committing,0.0
biggest,0.0
will increase,0.0
falls far short,0.0
fuel - guzzling,0.0
extreme weakness,0.0
hardly,0.0
will rise,0.0
can not be effective,0.0
not,0.0
without,0.0
fails to exploit,0.0
unheeded,0.0
unfortunately,0.0
the warnings,0.0
dramatic,0.0
remain lagging behind,0.0
conceal,0.0
reticence,0.0
counting on,0.0
immediately attacked,0.0
sticking to the polluting policies,0.0
irresponsible,0.0
immediately attacked,0.0
condemn,0.0
no reason at all,0.0
would be unjust and counterproductive,0.0
assuming it has any,0.0
irresponsible,0.0
deemed,0.0
simply,0.0
exactly the opposite,0.0
very little,0.0
a valentine's day gift for the polluters,0.0
reproached,0.0
harmful,0.0
only,0.0
whatsoever,0.0
weak or even nonexistant,0.0
suddenly going to become reasonable,0.0
considered,0.0
unrealistic,0.0
rejected,0.0
imposing constraints,0.0
discontent,0.0
purely,0.0
however,0.0
is concerned,0.0
business - as - usual,0.0
dangerous,0.0
very substantial,0.0
but instead,0.0
not sufficient,0.0
little more than,0.0
is concerned,0.0
not even be sufficient,0.0
will lead to the increase,0.0
furthermore,0.0
concerned,0.0
mainly concerned,0.0
very obviously,0.0
insufficient,0.0
greatest fear,0.0
not a nation that is able to abide by,0.0
worrisome,0.0
extremely,0.0
under these circumstances,0.0
deep concern of,0.0
inevitably,0.0
years behind,0.0
fundamentally can not accomplish anything,0.0
very large,0.0
like clinton,0.0
nothing more than an embellishment,0.0
true threat,0.0
however,0.0
threatened,0.0
purposely play up,0.0
no means to justify,0.0
kind of propaganda war,0.0
domino effect,0.0
most likely,0.0
purposely play up,0.0
damage,0.0
no support for,0.0
rising chinese threat,0.0
took china's rising military threat,0.0
have damaged,0.0
no support for,0.0
concerns,0.0
perception,0.0
spurning,0.0
no recognition of,0.0
refusal to respond,0.0
agitated,0.0
refusing to restate,0.0
growing threat,0.0
agitated,0.0
declined to endorse,0.0
declining to endorse,0.0
appeasement,0.0
wanted to argue,0.0
flawed,0.0
well off,0.0
false,0.0
threat only to,0.0
illusory,0.0
inclined to give way to rapture,0.0
a little uneasy,0.0
remove their last trousers,0.0
very negative,0.0
fundamental importance,0.0
do n't want,0.0
alarming,0.0
everything,0.0
to raise the problem,0.0
not profitable but costly,0.0
lying on a stove,0.0
happiness and worry,0.0
knock,0.0
impossible,0.0
incredible damage,0.0
not inclined to give way to rapture,0.0
alarming,0.0
inexorably,0.0
to despair,0.0
badly,0.0
do n't want,0.0
an opponent,0.0
deeply mistaken,0.0
was concerned,0.0
injustice,0.0
oppressed,0.0
american pressure,0.0
openly opposed,0.0
despite,0.0
one of the poorest,0.0
opposed,0.0
concern,0.0
opposed,0.0
injustice,0.0
infuriating,0.0
however,0.0
in the face of,0.0
